status_id,status_created_at,annotation1,annotation2
1.26497318127166E+018,Mon May 25 17:34:43 +0000 2020,conspiracy,
1.26497321332849E+018,Mon May 25 17:34:50 +0000 2020,false fact or prevention,
1.26497481514178E+018,Mon May 25 17:41:12 +0000 2020,conspiracy,
1.2649826322842E+018,Mon May 25 18:12:16 +0000 2020,politics,
1.26498278786759E+018,Mon May 25 18:12:53 +0000 2020,conspiracy,
1.26498335547456E+018,Mon May 25 18:15:08 +0000 2020,fake cure,
1.26498338508633E+018,Mon May 25 18:15:15 +0000 2020,false fact or prevention,
1.26498343990148E+018,Mon May 25 18:15:28 +0000 2020,true public health response,
1.26498345682128E+018,Mon May 25 18:15:33 +0000 2020,true public health response,
1.26498357892587E+018,Mon May 25 18:16:02 +0000 2020,conspiracy,
1.26498771064688E+018,Mon May 25 18:32:27 +0000 2020,politics,
1.2649878413204E+018,Mon May 25 18:32:58 +0000 2020,sarcasm or satire,
1.26498922192592E+018,Mon May 25 18:38:27 +0000 2020,ambiguous or hard to classify,
1.26499168191459E+018,Mon May 25 18:48:14 +0000 2020,conspiracy,
1.26499257903839E+018,Mon May 25 18:51:47 +0000 2020,sarcasm or satire,
1.26499490884844E+018,Mon May 25 19:01:03 +0000 2020,fake cure,
1.26499609873473E+018,Mon May 25 19:05:47 +0000 2020,irrelevant,
1.26499679155391E+018,Mon May 25 19:08:32 +0000 2020,conspiracy,
1.26499679698149E+018,Mon May 25 19:08:33 +0000 2020,conspiracy,
1.2649984879907E+018,Mon May 25 19:15:16 +0000 2020,politics,
1.26499854711363E+018,Mon May 25 19:15:30 +0000 2020,politics,
1.26499939085238E+018,Mon May 25 19:18:51 +0000 2020,true prevention,
1.26500083632261E+018,Mon May 25 19:24:36 +0000 2020,true prevention,
1.26500230372101E+018,Mon May 25 19:30:26 +0000 2020,commercial activity or promotion,
1.2650036146968E+018,Mon May 25 19:35:39 +0000 2020,sarcasm or satire,
1.26501063516483E+018,Mon May 25 20:03:32 +0000 2020,conspiracy,
1.26501064023575E+018,Mon May 25 20:03:34 +0000 2020,sarcasm or satire,
1.265014284461E+018,Mon May 25 20:18:02 +0000 2020,commercial activity or promotion,
1.26501428651613E+018,Mon May 25 20:18:03 +0000 2020,politics,
1.26501461496373E+018,Mon May 25 20:19:21 +0000 2020,conspiracy,
1.26501666494663E+018,Mon May 25 20:27:30 +0000 2020,sarcasm or satire,
1.26501727656004E+018,Mon May 25 20:29:56 +0000 2020,conspiracy,
1.2650180912698E+018,Mon May 25 20:33:10 +0000 2020,fake cure,
1.26501882594432E+018,Mon May 25 20:36:05 +0000 2020,true public health response,
1.26501919742117E+018,Mon May 25 20:37:34 +0000 2020,politics,
1.26502001515102E+018,Mon May 25 20:40:49 +0000 2020,conspiracy,
1.26502004938084E+018,Mon May 25 20:40:57 +0000 2020,conspiracy,
1.26502005381841E+018,Mon May 25 20:40:58 +0000 2020,politics,
1.26502166733782E+018,Mon May 25 20:47:23 +0000 2020,false fact or prevention,
1.26502743836874E+018,Mon May 25 21:10:19 +0000 2020,sarcasm or satire,
1.26502841611964E+018,Mon May 25 21:14:12 +0000 2020,calling out or correction,
1.26503085802254E+018,Mon May 25 21:23:54 +0000 2020,fake cure,
1.26503252651243E+018,Mon May 25 21:30:32 +0000 2020,calling out or correction,
1.26503277365764E+018,Mon May 25 21:31:31 +0000 2020,politics,
1.26503291945587E+018,Mon May 25 21:32:05 +0000 2020,fake cure,
1.26503299313718E+018,Mon May 25 21:32:23 +0000 2020,calling out or correction,
1.26503617868592E+018,Mon May 25 21:45:02 +0000 2020,panic buying,
1.2650372602667E+018,Mon May 25 21:49:20 +0000 2020,politics,
1.26503728384711E+018,Mon May 25 21:49:26 +0000 2020,false fact or prevention,
1.26503868781504E+018,Mon May 25 21:55:01 +0000 2020,panic buying,
1.2650393500117E+018,Mon May 25 21:57:38 +0000 2020,politics,
1.26503937459036E+018,Mon May 25 21:57:44 +0000 2020,sarcasm or satire,
1.26504004485688E+018,Mon May 25 22:00:24 +0000 2020,politics,
1.26504483296108E+018,Mon May 25 22:19:26 +0000 2020,politics,
1.26504644731937E+018,Mon May 25 22:25:51 +0000 2020,irrelevant,
1.26504912047517E+018,Mon May 25 22:36:28 +0000 2020,calling out or correction,
1.2650494047271E+018,Mon May 25 22:37:36 +0000 2020,conspiracy,
1.26505244123985E+018,Mon May 25 22:49:40 +0000 2020,politics,
1.26505285577544E+018,Mon May 25 22:51:19 +0000 2020,sarcasm or satire,
1.26505525784076E+018,Mon May 25 23:00:51 +0000 2020,false fact or prevention,
1.26505754760354E+018,Mon May 25 23:09:57 +0000 2020,conspiracy,
1.26505806768475E+018,Mon May 25 23:12:01 +0000 2020,politics,
1.26505814823626E+018,Mon May 25 23:12:20 +0000 2020,conspiracy,
1.26506099213806E+018,Mon May 25 23:23:38 +0000 2020,conspiracy,
1.26506492424346E+018,Mon May 25 23:39:16 +0000 2020,conspiracy,
1.26506621561083E+018,Mon May 25 23:44:24 +0000 2020,conspiracy,
1.26507223537679E+018,Tue May 26 00:08:19 +0000 2020,panic buying,
1.26507227128822E+018,Tue May 26 00:08:28 +0000 2020,conspiracy,
1.26507620214817E+018,Tue May 26 00:24:05 +0000 2020,panic buying,
1.26508198304826E+018,Tue May 26 00:47:03 +0000 2020,true prevention,
1.26508313128092E+018,Tue May 26 00:51:37 +0000 2020,sarcasm or satire,
1.26508420724158E+018,Tue May 26 00:55:53 +0000 2020,conspiracy,
1.26509023278286E+018,Tue May 26 01:19:50 +0000 2020,conspiracy,
1.26509212686763E+018,Tue May 26 01:27:21 +0000 2020,sarcasm or satire,
1.26509333106074E+018,Tue May 26 01:32:09 +0000 2020,conspiracy,
1.26509488170739E+018,Tue May 26 01:38:18 +0000 2020,calling out or correction,
1.26509923608277E+018,Tue May 26 01:55:36 +0000 2020,false fact or prevention,
1.26509930607747E+018,Tue May 26 01:55:53 +0000 2020,sarcasm or satire,
1.26510536257278E+018,Tue May 26 02:19:57 +0000 2020,panic buying,
1.26510543272251E+018,Tue May 26 02:20:14 +0000 2020,false fact or prevention,
1.26510580683743E+018,Tue May 26 02:21:43 +0000 2020,politics,
1.26510719761012E+018,Tue May 26 02:27:15 +0000 2020,fake cure,
1.26511045207126E+018,Tue May 26 02:40:11 +0000 2020,conspiracy,
1.26511049405205E+018,Tue May 26 02:40:21 +0000 2020,sarcasm or satire,
1.26511054475259E+018,Tue May 26 02:40:33 +0000 2020,fake treatment,
1.26511059737432E+018,Tue May 26 02:40:45 +0000 2020,politics,
1.26512038728271E+018,Tue May 26 03:19:39 +0000 2020,politics,
1.26512942603716E+018,Tue May 26 03:55:34 +0000 2020,sarcasm or satire,
1.26512955644226E+018,Tue May 26 03:56:05 +0000 2020,conspiracy,
1.26513591681892E+018,Tue May 26 04:21:22 +0000 2020,irrelevant,
1.26513864294893E+018,Tue May 26 04:32:12 +0000 2020,conspiracy,
1.2651416624156E+018,Tue May 26 04:44:12 +0000 2020,calling out or correction,
1.26514359139703E+018,Tue May 26 04:51:52 +0000 2020,conspiracy,
1.26514407651878E+018,Tue May 26 04:53:47 +0000 2020,conspiracy,
1.26515319443236E+018,Tue May 26 05:30:01 +0000 2020,irrelevant,
1.26515724612585E+018,Tue May 26 05:46:07 +0000 2020,ambiguous or hard to classify,
1.26516888519342E+018,Tue May 26 06:32:22 +0000 2020,conspiracy,
1.26517324420793E+018,Tue May 26 06:49:41 +0000 2020,calling out or correction,
1.26517790619773E+018,Tue May 26 07:08:13 +0000 2020,calling out or correction,
1.26518012054687E+018,Tue May 26 07:17:01 +0000 2020,sarcasm or satire,
1.2651805227512E+018,Tue May 26 07:18:37 +0000 2020,conspiracy,
1.26518152542076E+018,Tue May 26 07:22:36 +0000 2020,politics,
1.26518400754271E+018,Tue May 26 07:32:28 +0000 2020,sarcasm or satire,
1.26518454214019E+018,Tue May 26 07:34:35 +0000 2020,false fact or prevention,
1.26518477692479E+018,Tue May 26 07:35:31 +0000 2020,fake cure,
1.26518769898745E+018,Tue May 26 07:47:08 +0000 2020,politics,
1.26518852959797E+018,Tue May 26 07:50:26 +0000 2020,politics,
1.26519101499157E+018,Tue May 26 08:00:18 +0000 2020,true public health response,
1.26519233223378E+018,Tue May 26 08:05:32 +0000 2020,sarcasm or satire,
1.26519236735677E+018,Tue May 26 08:05:41 +0000 2020,calling out or correction,
1.26519350979721E+018,Tue May 26 08:10:13 +0000 2020,politics,
1.26519400410014E+018,Tue May 26 08:12:11 +0000 2020,politics,
1.26519930604844E+018,Tue May 26 08:33:15 +0000 2020,calling out or correction,
1.26520099332473E+018,Tue May 26 08:39:57 +0000 2020,conspiracy,
1.26520249760761E+018,Tue May 26 08:45:56 +0000 2020,calling out or correction,
1.2652032216409E+018,Tue May 26 08:48:49 +0000 2020,politics,
1.26520380354183E+018,Tue May 26 08:51:07 +0000 2020,fake cure,
1.26520430876679E+018,Tue May 26 08:53:08 +0000 2020,calling out or correction,
1.2652060606268E+018,Tue May 26 09:00:05 +0000 2020,politics,
1.26520608636731E+018,Tue May 26 09:00:12 +0000 2020,calling out or correction,
1.26520765679033E+018,Tue May 26 09:06:26 +0000 2020,conspiracy,
1.26521340283983E+018,Tue May 26 09:29:16 +0000 2020,ambiguous or hard to classify,
1.26521456324873E+018,Tue May 26 09:33:53 +0000 2020,politics,
1.26521579096324E+018,Tue May 26 09:38:45 +0000 2020,true public health response,
1.26521736339127E+018,Tue May 26 09:45:00 +0000 2020,conspiracy,
1.26521791456055E+018,Tue May 26 09:47:12 +0000 2020,fake cure,
1.2652205726293E+018,Tue May 26 09:57:45 +0000 2020,true public health response,
1.2652209170111E+018,Tue May 26 09:59:07 +0000 2020,false fact or prevention,
1.26522338777478E+018,Tue May 26 10:08:57 +0000 2020,politics,
1.2652315911331E+018,Tue May 26 10:41:32 +0000 2020,conspiracy,
1.2652325702094E+018,Tue May 26 10:45:26 +0000 2020,false fact or prevention,
1.26523387545157E+018,Tue May 26 10:50:37 +0000 2020,panic buying,
1.26523903968855E+018,Tue May 26 11:11:08 +0000 2020,politics,
1.26523973084686E+018,Tue May 26 11:13:53 +0000 2020,news,
1.26524312080903E+018,Tue May 26 11:27:21 +0000 2020,true public health response,
1.26524629844746E+018,Tue May 26 11:39:59 +0000 2020,calling out or correction,
1.26524671717746E+018,Tue May 26 11:41:39 +0000 2020,calling out or correction,
1.26524738268343E+018,Tue May 26 11:44:17 +0000 2020,sarcasm or satire,
1.26525034069955E+018,Tue May 26 11:56:03 +0000 2020,sarcasm or satire,
1.26525048904375E+018,Tue May 26 11:56:38 +0000 2020,sarcasm or satire,
1.26525568080776E+018,Tue May 26 12:17:16 +0000 2020,ambiguous or hard to classify,
1.26525596505575E+018,Tue May 26 12:18:24 +0000 2020,sarcasm or satire,
1.26525734745199E+018,Tue May 26 12:23:53 +0000 2020,politics,
1.26526407031744E+018,Tue May 26 12:50:36 +0000 2020,true public health response,
1.26526460640412E+018,Tue May 26 12:52:44 +0000 2020,sarcasm or satire,
1.26526601243123E+018,Tue May 26 12:58:19 +0000 2020,fake cure,
1.26527120354933E+018,Tue May 26 13:18:57 +0000 2020,true public health response,
1.26527251109832E+018,Tue May 26 13:24:08 +0000 2020,conspiracy,
1.26527255643471E+018,Tue May 26 13:24:19 +0000 2020,ambiguous or hard to classify,
1.26527321941158E+018,Tue May 26 13:26:57 +0000 2020,sarcasm or satire,
1.26527350343286E+018,Tue May 26 13:28:05 +0000 2020,politics,
1.26527500006559E+018,Tue May 26 13:34:02 +0000 2020,politics,
1.26528024784434E+018,Tue May 26 13:54:53 +0000 2020,false fact or prevention,
1.26528059207101E+018,Tue May 26 13:56:15 +0000 2020,calling out or correction,
1.26528162727982E+018,Tue May 26 14:00:22 +0000 2020,politics,
1.26528219743663E+018,Tue May 26 14:02:38 +0000 2020,false fact or prevention,
1.26528362277861E+018,Tue May 26 14:08:18 +0000 2020,calling out or correction,
1.26528513748863E+018,Tue May 26 14:14:19 +0000 2020,fake cure,
1.26528552515129E+018,Tue May 26 14:15:51 +0000 2020,calling out or correction,
1.26528705618957E+018,Tue May 26 14:21:56 +0000 2020,calling out or correction,
1.26528913074702E+018,Tue May 26 14:30:11 +0000 2020,calling out or correction,
1.26528997186442E+018,Tue May 26 14:33:31 +0000 2020,politics,
1.26529285913084E+018,Tue May 26 14:45:00 +0000 2020,ambiguous or hard to classify,
1.26529286355593E+018,Tue May 26 14:45:01 +0000 2020,true prevention,
1.26529351539698E+018,Tue May 26 14:47:36 +0000 2020,commercial activity or promotion,
1.26529432981338E+018,Tue May 26 14:50:50 +0000 2020,commercial activity or promotion,
1.26529646545649E+018,Tue May 26 14:59:20 +0000 2020,calling out or correction,
1.26529746746291E+018,Tue May 26 15:03:18 +0000 2020,irrelevant,
1.26529853293793E+018,Tue May 26 15:07:33 +0000 2020,false fact or prevention,
1.26529855071763E+018,Tue May 26 15:07:37 +0000 2020,fake cure,
1.26529956568889E+018,Tue May 26 15:11:39 +0000 2020,politics,
1.26530330809432E+018,Tue May 26 15:26:31 +0000 2020,politics,
1.2653037428549E+018,Tue May 26 15:28:15 +0000 2020,sarcasm or satire,
1.26530394081774E+018,Tue May 26 15:29:02 +0000 2020,politics,
1.26530558074438E+018,Tue May 26 15:35:33 +0000 2020,sarcasm or satire,
1.26530680669335E+018,Tue May 26 15:40:25 +0000 2020,politics,
1.26530731620483E+018,Tue May 26 15:42:27 +0000 2020,calling out or correction,
1.26530785900649E+018,Tue May 26 15:44:36 +0000 2020,true prevention,
1.26530884435338E+018,Tue May 26 15:48:31 +0000 2020,calling out or correction,
1.26530897346642E+018,Tue May 26 15:49:02 +0000 2020,news,
1.26530901203744E+018,Tue May 26 15:49:11 +0000 2020,politics,
1.26530938542683E+018,Tue May 26 15:50:40 +0000 2020,ambiguous or hard to classify,
1.2653102846396E+018,Tue May 26 15:54:14 +0000 2020,true public health response,
1.26531119731178E+018,Tue May 26 15:57:52 +0000 2020,conspiracy,
1.26531132134147E+018,Tue May 26 15:58:22 +0000 2020,conspiracy,
1.26531173933307E+018,Tue May 26 16:00:01 +0000 2020,true public health response,
1.26531433137535E+018,Tue May 26 16:10:19 +0000 2020,false fact or prevention,
1.26531536199961E+018,Tue May 26 16:14:25 +0000 2020,calling out or correction,
1.26531589783891E+018,Tue May 26 16:16:33 +0000 2020,calling out or correction,
1.26531663973568E+018,Tue May 26 16:19:30 +0000 2020,fake cure,
1.26532211872567E+018,Tue May 26 16:41:16 +0000 2020,politics,
1.26532712870024E+018,Tue May 26 17:01:10 +0000 2020,true prevention,
1.26533090461401E+018,Tue May 26 17:16:11 +0000 2020,fake cure,
1.26533305422837E+018,Tue May 26 17:24:43 +0000 2020,politics,
1.26533327740309E+018,Tue May 26 17:25:36 +0000 2020,politics,
1.2653335699096E+018,Tue May 26 17:26:46 +0000 2020,fake cure,
1.26533452928953E+018,Tue May 26 17:30:35 +0000 2020,politics,
1.26533522093449E+018,Tue May 26 17:33:20 +0000 2020,conspiracy,
1.26533581777118E+018,Tue May 26 17:35:42 +0000 2020,conspiracy,
1.2653401302498E+018,Tue May 26 17:52:50 +0000 2020,fake treatment,
1.26534131850032E+018,Tue May 26 17:57:33 +0000 2020,politics,
1.26534343606188E+018,Tue May 26 18:05:58 +0000 2020,politics,
1.26535057925923E+018,Tue May 26 18:34:21 +0000 2020,calling out or correction,
1.26535354534111E+018,Tue May 26 18:46:08 +0000 2020,conspiracy,
1.26535780771035E+018,Tue May 26 19:03:05 +0000 2020,true public health response,
1.26535803986507E+018,Tue May 26 19:04:00 +0000 2020,news,
1.26535836612314E+018,Tue May 26 19:05:18 +0000 2020,true prevention,
1.26536448487432E+018,Tue May 26 19:29:37 +0000 2020,conspiracy,
1.26536746496526E+018,Tue May 26 19:41:27 +0000 2020,true public health response,
1.26536939606059E+018,Tue May 26 19:49:08 +0000 2020,conspiracy,
1.26537566155804E+018,Tue May 26 20:14:01 +0000 2020,calling out or correction,
1.26537723564678E+018,Tue May 26 20:20:17 +0000 2020,ambiguous or hard to classify,
1.26537946744426E+018,Tue May 26 20:29:09 +0000 2020,calling out or correction,
1.26538228961527E+018,Tue May 26 20:40:22 +0000 2020,politics,
1.26538368909099E+018,Tue May 26 20:45:55 +0000 2020,politics,
1.26538841929688E+018,Tue May 26 21:04:43 +0000 2020,conspiracy,
1.26538866114879E+018,Tue May 26 21:05:41 +0000 2020,calling out or correction,
1.26538900447373E+018,Tue May 26 21:07:03 +0000 2020,conspiracy,
1.26539151045276E+018,Tue May 26 21:17:00 +0000 2020,sarcasm or satire,
1.26539237808247E+018,Tue May 26 21:20:27 +0000 2020,conspiracy,
1.26539642413453E+018,Tue May 26 21:36:32 +0000 2020,calling out or correction,
1.26539823152719E+018,Tue May 26 21:43:43 +0000 2020,calling out or correction,
1.26540076308756E+018,Tue May 26 21:53:46 +0000 2020,calling out or correction,
1.26540169190779E+018,Tue May 26 21:57:28 +0000 2020,fake treatment,
1.26540243828412E+018,Tue May 26 22:00:25 +0000 2020,politics,
1.26540396839962E+018,Tue May 26 22:06:30 +0000 2020,true prevention,
1.26540411942404E+018,Tue May 26 22:07:06 +0000 2020,fake cure,
1.26540566802828E+018,Tue May 26 22:13:16 +0000 2020,false fact or prevention,
1.26540675841294E+018,Tue May 26 22:17:35 +0000 2020,conspiracy,
1.26540844841137E+018,Tue May 26 22:24:18 +0000 2020,sarcasm or satire,
1.26541015118136E+018,Tue May 26 22:31:04 +0000 2020,news,
1.2654105391126E+018,Tue May 26 22:32:37 +0000 2020,news,
1.26541059901982E+018,Tue May 26 22:32:51 +0000 2020,sarcasm or satire,
1.26541068597615E+018,Tue May 26 22:33:12 +0000 2020,politics,
1.26541430878924E+018,Tue May 26 22:47:36 +0000 2020,calling out or correction,
1.26541472457483E+018,Tue May 26 22:49:15 +0000 2020,news,
1.2654163766904E+018,Tue May 26 22:55:49 +0000 2020,conspiracy,
1.26542100599817E+018,Tue May 26 23:14:12 +0000 2020,calling out or correction,
1.26542290434022E+018,Tue May 26 23:21:45 +0000 2020,politics,
1.26542563004217E+018,Tue May 26 23:32:35 +0000 2020,ambiguous or hard to classify,
1.26542783018526E+018,Tue May 26 23:41:19 +0000 2020,false fact or prevention,
1.26543222812702E+018,Tue May 26 23:58:48 +0000 2020,fake cure,
1.2654359512427E+018,Wed May 27 00:13:36 +0000 2020,true public health response,
1.26543705654266E+018,Wed May 27 00:17:59 +0000 2020,conspiracy,
1.26543729101249E+018,Wed May 27 00:18:55 +0000 2020,conspiracy,
1.26544333958887E+018,Wed May 27 00:42:57 +0000 2020,news,
1.26544831525401E+018,Wed May 27 01:02:43 +0000 2020,politics,
1.26545025947329E+018,Wed May 27 01:10:27 +0000 2020,panic buying,
1.26545042683034E+018,Wed May 27 01:11:07 +0000 2020,false fact or prevention,
1.26545264163682E+018,Wed May 27 01:19:55 +0000 2020,conspiracy,
1.26546102671723E+018,Wed May 27 01:53:14 +0000 2020,conspiracy,
1.26546294167298E+018,Wed May 27 02:00:51 +0000 2020,fake cure,
1.26546335348641E+018,Wed May 27 02:02:29 +0000 2020,fake cure,
1.26546431456521E+018,Wed May 27 02:06:18 +0000 2020,politics,
1.26547708664428E+018,Wed May 27 02:57:03 +0000 2020,true public health response,
1.26548128557057E+018,Wed May 27 03:13:44 +0000 2020,politics,
1.26548205513735E+018,Wed May 27 03:16:48 +0000 2020,politics,
1.26548498327302E+018,Wed May 27 03:28:26 +0000 2020,ambiguous or hard to classify,
1.26548984952132E+018,Wed May 27 03:47:46 +0000 2020,true public health response,
1.26549524265396E+018,Wed May 27 04:09:12 +0000 2020,sarcasm or satire,
1.26549547466199E+018,Wed May 27 04:10:07 +0000 2020,politics,
1.26549592167822E+018,Wed May 27 04:11:54 +0000 2020,politics,
1.26549892386036E+018,Wed May 27 04:23:49 +0000 2020,conspiracy,
1.26551286758082E+018,Wed May 27 05:19:14 +0000 2020,politics,
1.26551335419554E+018,Wed May 27 05:21:10 +0000 2020,false public health response,
1.26551428725207E+018,Wed May 27 05:24:52 +0000 2020,politics,
1.26551590093495E+018,Wed May 27 05:31:17 +0000 2020,calling out or correction,
1.26551807297634E+018,Wed May 27 05:39:55 +0000 2020,conspiracy,
1.26551965656936E+018,Wed May 27 05:46:13 +0000 2020,true public health response,
1.26552012377699E+018,Wed May 27 05:48:04 +0000 2020,conspiracy,
1.26552271569758E+018,Wed May 27 05:58:22 +0000 2020,calling out or correction,
1.26552312699919E+018,Wed May 27 06:00:00 +0000 2020,true prevention,
1.26552329161327E+018,Wed May 27 06:00:39 +0000 2020,politics,
1.26552609420939E+018,Wed May 27 06:11:47 +0000 2020,conspiracy,
1.26552681462301E+018,Wed May 27 06:14:39 +0000 2020,politics,
1.2655295821717E+018,Wed May 27 06:25:39 +0000 2020,sarcasm or satire,
1.26552990651715E+018,Wed May 27 06:26:56 +0000 2020,sarcasm or satire,
1.2655306021257E+018,Wed May 27 06:29:42 +0000 2020,conspiracy,
1.26553655042472E+018,Wed May 27 06:53:20 +0000 2020,politics,
1.26553739834528E+018,Wed May 27 06:56:42 +0000 2020,commercial activity or promotion,
1.26553974138409E+018,Wed May 27 07:06:01 +0000 2020,conspiracy,
1.26554249512922E+018,Wed May 27 07:16:58 +0000 2020,calling out or correction,
1.26554876167944E+018,Wed May 27 07:41:52 +0000 2020,true public health response,
1.26554986390059E+018,Wed May 27 07:46:14 +0000 2020,false fact or prevention,
1.26555198642818E+018,Wed May 27 07:54:41 +0000 2020,false fact or prevention,
1.26555343221318E+018,Wed May 27 08:00:25 +0000 2020,politics,
1.26556101685696E+018,Wed May 27 08:30:34 +0000 2020,false fact or prevention,
1.26556377689773E+018,Wed May 27 08:41:32 +0000 2020,calling out or correction,
1.26556603498517E+018,Wed May 27 08:50:30 +0000 2020,fake cure,
1.26556943090337E+018,Wed May 27 09:04:00 +0000 2020,conspiracy,
1.26557030032393E+018,Wed May 27 09:07:27 +0000 2020,conspiracy,
1.26557075149263E+018,Wed May 27 09:09:14 +0000 2020,true prevention,
1.26557132182144E+018,Wed May 27 09:11:30 +0000 2020,conspiracy,
1.26557588726689E+018,Wed May 27 09:29:39 +0000 2020,sarcasm or satire,
1.26557952325029E+018,Wed May 27 09:44:06 +0000 2020,sarcasm or satire,
1.26558475326215E+018,Wed May 27 10:04:53 +0000 2020,politics,
1.2655851234053E+018,Wed May 27 10:06:21 +0000 2020,calling out or correction,
1.26558555079224E+018,Wed May 27 10:08:03 +0000 2020,politics,
1.26558657287267E+018,Wed May 27 10:12:07 +0000 2020,panic buying,
1.26558664369372E+018,Wed May 27 10:12:23 +0000 2020,true public health response,
1.26558737371231E+018,Wed May 27 10:15:18 +0000 2020,news,
1.26559111304751E+018,Wed May 27 10:30:09 +0000 2020,conspiracy,
1.26559231969431E+018,Wed May 27 10:34:57 +0000 2020,sarcasm or satire,
1.26559583610652E+018,Wed May 27 10:48:55 +0000 2020,true prevention,
1.26559862704654E+018,Wed May 27 11:00:01 +0000 2020,true prevention,
1.2656006830064E+018,Wed May 27 11:08:11 +0000 2020,politics,
1.26560213541004E+018,Wed May 27 11:13:57 +0000 2020,sarcasm or satire,
1.26560598936724E+018,Wed May 27 11:29:16 +0000 2020,politics,
1.26560627220174E+018,Wed May 27 11:30:23 +0000 2020,fake cure,
1.26560963341211E+018,Wed May 27 11:43:45 +0000 2020,false fact or prevention,
1.2656104516285E+018,Wed May 27 11:47:00 +0000 2020,irrelevant,
1.26561194565644E+018,Wed May 27 11:52:56 +0000 2020,conspiracy,
1.265612692146E+018,Wed May 27 11:55:54 +0000 2020,sarcasm or satire,
1.26561321316245E+018,Wed May 27 11:57:58 +0000 2020,sarcasm or satire,
1.26561344551E+018,Wed May 27 11:58:54 +0000 2020,conspiracy,
1.26561397483971E+018,Wed May 27 12:01:00 +0000 2020,emergency,
1.26561419918046E+018,Wed May 27 12:01:53 +0000 2020,calling out or correction,
1.26561426139877E+018,Wed May 27 12:02:08 +0000 2020,true prevention,
1.26561452325754E+018,Wed May 27 12:03:10 +0000 2020,conspiracy,
1.26561536908073E+018,Wed May 27 12:06:32 +0000 2020,true prevention,
1.26561641110519E+018,Wed May 27 12:10:41 +0000 2020,sarcasm or satire,
1.26561833210502E+018,Wed May 27 12:18:19 +0000 2020,sarcasm or satire,
1.26561856360118E+018,Wed May 27 12:19:14 +0000 2020,false fact or prevention,
1.2656215217935E+018,Wed May 27 12:30:59 +0000 2020,sarcasm or satire,
1.26562252862775E+018,Wed May 27 12:34:59 +0000 2020,commercial activity or promotion,
1.26562635495712E+018,Wed May 27 12:50:11 +0000 2020,irrelevant,
1.26562840327905E+018,Wed May 27 12:58:20 +0000 2020,politics,
1.26562843049588E+018,Wed May 27 12:58:26 +0000 2020,news,
1.26562847636456E+018,Wed May 27 12:58:37 +0000 2020,calling out or correction,
1.26562910174799E+018,Wed May 27 13:01:06 +0000 2020,sarcasm or satire,
1.2656298375422E+018,Wed May 27 13:04:02 +0000 2020,politics,
1.26563047546218E+018,Wed May 27 13:06:34 +0000 2020,false fact or prevention,
1.26563109241085E+018,Wed May 27 13:09:01 +0000 2020,politics,
1.26563731861595E+018,Wed May 27 13:33:45 +0000 2020,conspiracy,
1.26563741198547E+018,Wed May 27 13:34:08 +0000 2020,sarcasm or satire,
1.26563743249148E+018,Wed May 27 13:34:12 +0000 2020,false fact or prevention,
1.26563747357887E+018,Wed May 27 13:34:22 +0000 2020,sarcasm or satire,
1.26563765277213E+018,Wed May 27 13:35:05 +0000 2020,politics,
1.26563767134433E+018,Wed May 27 13:35:09 +0000 2020,sarcasm or satire,
1.26563867226901E+018,Wed May 27 13:39:08 +0000 2020,true public health response,
1.26564006191307E+018,Wed May 27 13:44:39 +0000 2020,true public health response,
1.2656415244125E+018,Wed May 27 13:50:28 +0000 2020,conspiracy,
1.26564406972584E+018,Wed May 27 14:00:35 +0000 2020,calling out or correction,
1.2656443722149E+018,Wed May 27 14:01:47 +0000 2020,true public health response,
1.26564490624208E+018,Wed May 27 14:03:54 +0000 2020,fake cure,
1.26564600720488E+018,Wed May 27 14:08:17 +0000 2020,false fact or prevention,
1.26564643894122E+018,Wed May 27 14:10:00 +0000 2020,true public health response,
1.26564668245427E+018,Wed May 27 14:10:58 +0000 2020,sarcasm or satire,
1.26564746633178E+018,Wed May 27 14:14:05 +0000 2020,sarcasm or satire,
1.26564893231675E+018,Wed May 27 14:19:54 +0000 2020,true public health response,
1.26565167921251E+018,Wed May 27 14:30:49 +0000 2020,sarcasm or satire,
1.26565497514256E+018,Wed May 27 14:43:55 +0000 2020,politics,
1.26565515864778E+018,Wed May 27 14:44:39 +0000 2020,politics,
1.26565517605824E+018,Wed May 27 14:44:43 +0000 2020,conspiracy,
1.26565600661862E+018,Wed May 27 14:48:01 +0000 2020,calling out or correction,
1.2656581513759E+018,Wed May 27 14:56:32 +0000 2020,false fact or prevention,
1.26565837886645E+018,Wed May 27 14:57:26 +0000 2020,conspiracy,
1.26565841637199E+018,Wed May 27 14:57:35 +0000 2020,true public health response,
1.26565847156074E+018,Wed May 27 14:57:49 +0000 2020,calling out or correction,
1.26565868919899E+018,Wed May 27 14:58:40 +0000 2020,news,
1.26566269644535E+018,Wed May 27 15:14:36 +0000 2020,fake cure,
1.26566376940708E+018,Wed May 27 15:18:52 +0000 2020,calling out or correction,
1.26566850383249E+018,Wed May 27 15:37:40 +0000 2020,false fact or prevention,
1.26566984714632E+018,Wed May 27 15:43:01 +0000 2020,politics,
1.26567099261932E+018,Wed May 27 15:47:34 +0000 2020,conspiracy,
1.26567207333613E+018,Wed May 27 15:51:51 +0000 2020,true prevention,
1.26567264617738E+018,Wed May 27 15:54:08 +0000 2020,politics,
1.26567412216551E+018,Wed May 27 16:00:00 +0000 2020,calling out or correction,
